Class,Feature,Value
0.22141574,0.12221086,0.05930392,0.024407534,0.03740765,0.04639056,0.06729949,0.1045486,0.033393666,0.031348173,0.054600406,0.07709692,0.050086107,0.051260762,0.03792734,0.058346268,0.025522508,0.035683356,0.030100428,0.030464785,0.021561358,0.10629263,0.09601824,0.04714896,0.08400234,0.12177397,0.102436446,0.031311877,0.022593936,0.07891368,0.07147608,0.06430015,0.049339186,0.056268312,0.08913228,0.08306274,0.082792096,0.038134143,0.066733696,0.07669309,0.11379007,0.09886207,0.082977764,0.03722091,0.044278607,0.036396418,0.042568468,0.02528442,0.019240895,0.044905264,0.11488752,0.19746952
0.1597002,0.100074425,0.10962981,0.08555226,0.044470012,0.014883665,0.025686163,0.06529034,0.029163029,0.028131649,0.035140257,0.019084724,0.051713355,0.03831614,0.063678876,0.058841847,0.045155443,0.056565776,0.03409608,0.07031058,0.113642104,0.14963299,0.094538145,0.05544726,0.064875364,0.05226554,0.05072055,0.06206616,0.05096977,0.035428837,0.042256508,0.028600542,0.04517168,0.045369994,0.041157696,0.028662719,0.01889997,0.025214674,0.040974457,0.08608716,0.083360955,0.053903583,0.044123057,0.029742021,0.02578659,0.035754453,0.019409277,0.013142009,0.058943793,0.035162847,0.04257638,0.16273431
0.21671645,0.1320905,0.04602468,0.010444183,0.03974739,0.022697171,0.023722192,0.01612213,0.024501454,0.019053273,0.06956297,0.058212966,0.05616255,0.04947322,0.043055594,0.052909125,0.021356294,0.04403008,0.030555375,0.033767305,0.034967896,0.050121523,0.06928135,0.039923552,0.063547656,0.065657504,0.02951473,0.017953685,0.017198248,0.02473642,0.07173613,0.107178845,0.10775676,0.08920506,0.0998427,0.13990973,0.20718738,0.13631387,0.12486899,0.11391432,0.0569814,0.032942686,0.04823134,0.046232264,0.10652058,0.1284948,0.1221276,0.08582636,0.11602157,0.05095756,0.038545396,0.20686997
0.14833172,0.089052364,0.080340594,0.046599314,0.052179653,0.09596408,0.14461625,0.096782595,0.11353442,0.11451837,0.12987925,0.13495366,0.23538792,0.22740678,0.15717587,0.019456858,0.019775305,0.0183889,0.08838871,0.13428962,0.19531749,0.09239643,0.03730584,0.026863486,0.024432344,0.0612173,0.17241396,0.13520767,0.113612905,0.12047483,0.07193812,0.14065653,0.21747527,0.13460463,0.028978746,0.02040879,0.103809156,0.1256805,0.1005213,0.13943449,0.09743916,0.043236233,0.055185433,0.079697736,0.086745284,0.05297274,0.09171084,0.09302554,0.31822088,0.43719506,0.5323417,0.78027683
0.25928134,0.17043832,0.09227877,0.04049632,0.027074808,0.07205992,0.066789106,0.088040516,0.13209419,0.11524764,0.08765402,0.11482153,0.19286247,0.14158106,0.18520008,0.14134799,0.20211871,0.102584474,0.13077897,0.044899665,0.034331292,0.013940968,0.018832106,0.15498403,0.1777679,0.22315945,0.2458494,0.34045434,0.19200638,0.20072283,0.1445313,0.118931994,0.18799157,0.2761008,0.24027859,0.3672963,0.27984163,0.107176945,0.13764963,0.093076445,0.07537316,0.10486213,0.20161697,0.15458907,0.15716098,0.057631914,0.05037584,0.037154708,0.1753894,0.35398838,0.42653832,0.55684024
0.31869927,0.08400042,0.06749733,0.0920273,0.18414861,0.20575483,0.19623095,0.19797705,0.16582748,0.109751314,0.12518077,0.16259916,0.19870168,0.20055248,0.07155514,0.014845432,0.04410416,0.014729095,0.01063917,0.042268302,0.061166294,0.045603685,0.03792453,0.039260432,0.05500627,0.04810593,0.09210678,0.056237232,0.10858365,0.06145066,0.0627431,0.053998984,0.05983527,0.06829895,0.15819095,0.2227749,0.22944932,0.18204616,0.1994334,0.30076933,0.28590366,0.39400023,0.39625388,0.3434687,0.22873417,0.33488706,0.24102014,0.09096914,0.06250022,0.047177497,0.066659704,0.19670103
0.1667674,0.09972319,0.10788352,0.122191705,0.13531746,0.119082,0.0684852,0.07001093,0.025773061,0.045414317,0.058636826,0.06534334,0.09594989,0.10045524,0.07439955,0.050292518,0.08111451,0.07531386,0.120127365,0.054538406,0.042744022,0.06666482,0.16300562,0.24135359,0.17667541,0.1183315,0.07293419,0.028842136,0.02181467,0.06370098,0.06392476,0.122411914,0.14436342,0.14487302,0.08373887,0.17889561,0.20794484,0.28129557,0.43660083,0.33121988,0.36712503,0.26272744,0.21419425,0.23025276,0.23820081,0.20721164,0.08535908,0.053309396,0.11970262,0.27678844,0.3124515,0.67111665
0.43517253,0.16856122,0.050858088,0.019064067,0.03446987,0.025394365,0.03453182,0.035577998,0.02123089,0.036475454,0.080337934,0.24880382,0.26250932,0.19311401,0.16799556,0.1949208,0.037734903,0.03199574,0.028031575,0.03430008,0.029105198,0.06524529,0.030824803,0.06373053,0.07274134,0.07649207,0.05932736,0.045918234,0.09943805,0.16398288,0.19018143,0.06888985,0.075174294,0.087317735,0.13795988,0.24110201,0.395759,0.28597486,0.12266591,0.042652078,0.09656377,0.10941684,0.13464114,0.1001309,0.09260342,0.08720258,0.03203603,0.06338011,0.065299615,0.13434617,0.1707374,0.36589316
0.3771269,0.1693019,0.04767588,0.06520886,0.09262385,0.12215128,0.13844119,0.13316151,0.089111134,0.11295933,0.08659286,0.11092073,0.16826363,0.1374871,0.1322388,0.13415863,0.08616254,0.11204107,0.19598177,0.101579264,0.16254719,0.044543285,0.066104606,0.035754528,0.05217849,0.05622647,0.14563999,0.09629381,0.08326142,0.18880689,0.23994786,0.21083131,0.19526868,0.25267583,0.15191358,0.09453312,0.084091134,0.092115685,0.05337602,0.08450699,0.12450512,0.09533081,0.0972012,0.12286624,0.1959369,0.118993334,0.17280538,0.13714795,0.0749263,0.106666215,0.15062843,0.40622553
0.35249442,0.25181523,0.21170576,0.06297242,0.026817314,0.05994327,0.08003602,0.067654476,0.07951093,0.107592106,0.16954346,0.053756073,0.060205504,0.06233473,0.13227376,0.1403048,0.22753672,0.39314625,0.39317697,0.18471384,0.09621617,0.14310168,0.029781211,0.042987496,0.034968715,0.09569594,0.03839479,0.01658973,0.05283965,0.05476046,0.13677028,0.061768614,0.06673896,0.039448753,0.03176397,0.091750264,0.16674916,0.21383095,0.21713887,0.16723347,0.6765677,0.16956885,0.07393824,0.08052142,0.092628516,0.22265257,0.1984498,0.13883846,0.051198363,0.09182878,0.20524696,0.38292655
0.23559307,0.13339663,0.04781017,0.059686832,0.02940448,0.021719228,0.0511528,0.04273041,0.07325648,0.054234114,0.081770614,0.023625132,0.11050916,0.104893856,0.18765306,0.1614622,0.1020712,0.24954323,0.3936144,0.13711451,0.0928164,0.11600742,0.060164705,0.058949288,0.045054,0.06336088,0.080363624,0.06113,0.07898854,0.119769685,0.081151254,0.03902495,0.06851268,0.044998292,0.04910049,0.15513487,0.29516536,0.12576272,0.37573996,0.27731356,0.27222905,0.22039339,0.1519273,0.08849338,0.04975233,0.05176705,0.06613853,0.12239098,0.20145012,0.3055812,0.5488044,0.85561794
0.112795725,0.058076084,0.073807724,0.07481607,0.050852437,0.07576975,0.12852496,0.32379448,0.1913121,0.21336117,0.18373483,0.112268604,0.10456277,0.036072224,0.055080283,0.07970116,0.08035332,0.12605585,0.107052244,0.13037328,0.1273237,0.056409918,0.039802887,0.05048199,0.033553563,0.081918515,0.091292635,0.12587945,0.17855994,0.25647476,0.3322684,0.27038327,0.2342695,0.21264887,0.13655135,0.14824907,0.16670583,0.112028725,0.121129654,0.115066245,0.17982781,0.12709676,0.17501286,0.06670266,0.051050525,0.042373177,0.054589774,0.07076672,0.115118064,0.14867334,0.29197356,0.45330292
0.2150027,0.059315003,0.09526975,0.21048032,0.13821377,0.107871294,0.11168081,0.07826378,0.047024544,0.028023932,0.039835468,0.051372763,0.097110845,0.094652705,0.24379386,0.14329995,0.12947069,0.08548288,0.03597947,0.043640688,0.04924881,0.13345818,0.21914299,0.275159,0.20573808,0.24886528,0.11002731,0.078302145,0.12152352,0.19605848,0.2676384,0.19871159,0.21383284,0.20249687,0.16096132,0.24020885,0.20128305,0.19491614,0.2341608,0.27536023,0.4518997,0.37583804,0.409812,0.25586137,0.11108628,0.04035265,0.07008094,0.0808241,0.14815027,0.21682471,0.07594249,0.24388951
0.1924861,0.06620908,0.038287114,0.20100184,0.15408143,0.10969999,0.09572711,0.07581879,0.08851592,0.071610495,0.1052567,0.11074729,0.09405441,0.13532834,0.13876495,0.0667158,0.05311864,0.043232415,0.06322164,0.07839625,0.08157149,0.11121931,0.14508884,0.09919744,0.07063739,0.09915179,0.06670483,0.06505552,0.042304233,0.04278207,0.096133724,0.14420743,0.15725769,0.21804765,0.26367298,0.28441793,0.23253596,0.08317874,0.09096544,0.18294972,0.1875414,0.15525573,0.19295152,0.1048607,0.04967588,0.11721668,0.049010128,0.035666425,0.061125822,0.065867074,0.12833412,0.40972853
0.16693075,0.054774206,0.034651786,0.050763752,0.06413945,0.07720233,0.1251211,0.08481193,0.09949116,0.14156146,0.13739903,0.14865963,0.13529575,0.10386365,0.08869184,0.095611736,0.07951622,0.08633839,0.10138816,0.0323126,0.057862133,0.05155577,0.10391795,0.14525156,0.21731111,0.14227878,0.06257367,0.12180999,0.034822367,0.08049499,0.123972744,0.13858438,0.17313327,0.32661927,0.326478,0.45467278,0.07226635,0.0784878,0.11505153,0.17738944,0.09743988,0.039586145,0.08217545,0.107179366,0.11477415,0.25124922,0.15512966,0.067321934,0.20950714,0.22332096,0.33694497,0.5426986
